OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
702,2021,CA,CDF,SHU,WOODMAN,3083,2021/04/01 00:00:00+00,2021/04/01 00:00:00+00,5,1,1,24.85209,Escaped debris burn,,{21C7C9A8-B81A-4FAE-8982-D188A051E21E},,,2020,175050.3047,2716.048359
703,2021,CA,NPS,MNP,HART,12953,2021/08/31 00:00:00+00,2021/09/04 00:00:00+00,1,1,1,6.53971,,,{A81EB631-1311-4FF6-B77E-23010860ADD2},,,2020,39732.16406,1483.513305
704,2021,CA,NPS,YNP,COLD,113,2021/08/13 00:00:00+00,2021/10/03 00:00:00+00,1,1,2,6.576556,,,{E84C4B2A-EB60-4B96-B948-F7801DB5100D},,,2020,42874.73438,3256.497043
705,2021,CA,NPS,YNP,FORK,49,2021/07/01 00:00:00+00,2021/07/12 00:00:00+00,1,1,1,8.557461,,,{C30EBDD5-47D7-4C9E-9228-C133A1B324DA},,,2020,55406.86328,1718.098503
706,2021,CA,NPS,YNP,KING,42,2021/06/29 00:00:00+00,2021/07/06 00:00:00+00,1,2,1,11.13475,,,{F3AF4ED3-9B32-4714-B433-F303E5A61844},,,2020,72126.58203,1011.515513
707,2021,CA,NPS,YNP,PORCUPINE,57,2021/07/02 00:00:00+00,2021/08/04 00:00:00+00,1,1,1,11.19756,,,{94706023-97DA-4CD9-B660-A57BFE5D546B},,,2020,72742.02734,1902.722723
708,2021,CA,NPS,KNP,SENTINEL,77,2021/07/29 00:00:00+00,2021/10/25 00:00:00+00,1,2,1,12.4895,,,{FE5A0B83-C4A8-4467-A6EB-19B276B44EDF},,,2020,78887.57031,1434.669025
709,2021,CA,NPS,YNP,HOOVER,75,2021/07/19 00:00:00+00,2021/07/24 00:00:00+00,1,1,1,58.59269,,,{5FA220B7-1EB0-43F3-AA15-F36AF3DAA796},,,2020,378834.6406,5137.095325
710,2021,CA,NPS,KNP,LOST,53,2021/07/10 00:00:00+00,2021/07/18 00:00:00+00,1,1,1,100.7824,,,{97EBB2D0-CA38-4CC1-B4C9-9C249D93B4A3},,,2020,639338.8125,7246.821691
711,2021,CA,NPS,YNP,COUNTY LINE,47,2021/07/01 00:00:00+00,2021/08/15 00:00:00+00,1,7,2,224.9265,,,{5F0F930F-C7DA-4EB5-B20A-E56224D34C80},,,2020,1462300.121,6674.041393
712,2021,CA,LRA,,SMITH,6832,2021/06/11 00:00:00+00,2021/06/11 00:00:00+00,2,1,1,9.446896,Tehama County Fire Department,,,,,2020,65249.25,1322.699479
713,2021,CA,CDF,TGU,GRAHAM,6156,2021/05/27 00:00:00+00,2021/05/27 00:00:00+00,2,1,1,14.35726,,,{37714881-02FE-45E3-94C4-46918ABE792A},,,2020,100359.4336,1803.091169
714,2021,CA,NPS,MNP,POND,12915,2021/08/30 00:00:00+00,2021/09/04 00:00:00+00,1,1,1,490.7352,,,{0467F289-8CC1-46E4-BDEF-27D2AF67B8B4},,,2020,2985202.84,8340.726704
715,2021,CA,NPS,YNP,LUKENS,52,2021/07/01 00:00:00+00,2021/08/19 00:00:00+00,1,7,2,918.1719,,,{2449539E-6332-41D9-BAB7-DDFD690DC810},,,2020,5970996.613,25798.69227
716,2021,CA,NPS,YNP,TILTILL,95,2021/07/31 00:00:00+00,2021/08/15 00:00:00+00,1,7,2,2348.53,,,{BC9AFF27-7865-4592-B930-EC465BBC88CB},,,2020,15328712.38,29291.62713
717,2021,CA,NPS,MNP,MOJAVE,9642,2021/06/17 00:00:00+00,2021/06/25 00:00:00+00,1,1,1,2490.498,,,{7403EA1B-4848-40F6-9EAD-958679EC2A7A},,,2020,15188693.28,34761.85177
718,2021,CA,NPS,KNP,KNP Complex,122,2021/09/10 00:00:00+00,2021/12/16 00:00:00+00,1,7,1,88257.13,Includes Paradise (INC #00000116) and Colony (INC #00000118),,{499D6545-2A19-458A-8C7C-554932C6B86E},,,2020,554850423.5,490677.2823
719,2021,CA,CDF,MVU,OVERLAND,11189,2021/06/19 00:00:00+00,2021/06/24 00:00:00+00,4,7,1,559.1455,GIS Acres 556,,{CF0E9AEC-A309-402F-BD49-0398140FC2F4},,,2020,3216346.602,9142.848991
720,2021,CA,CDF,MVU,SOUTHERN,7992,2021/05/02 00:00:00+00,2022/05/06 00:00:00+00,2,7,1,5365.902,Power tools,,{4F0C331F-A20F-4949-8CBE-4F2717DD02DA},,,2020,30944913.94,55683.48803
721,2021,CA,CDF,MVU,BORDER,734,2021/01/10 00:00:00+00,2021/01/21 00:00:00+00,9,7,1,1.850452,,,{560903DC-8AFF-4091-9C85-A3B806EDE7BA},,,2020,10579.11719,504.8226508
722,2021,CA,CDF,MVU,BORDER 2,960,2021/01/13 00:00:00+00,2021/01/21 00:00:00+00,5,7,1,18.64428,,,{B36106D6-22FD-4AB4-9603-C045EC5FAD62},,,2020,106607.168,1924.436321
723,2021,CA,CDF,MVU,BORDER 9,9705,2021/05/28 00:00:00+00,2021/05/31 00:00:00+00,9,6,1,15.36915,,,{90D5ADAC-E422-4DE2-93B9-EAFE97C7B0E0},,,2020,87824.92188,1571.356985
724,2021,CA,DOD,MCP,SIERRA,1478,2021/06/09 00:00:00+00,2021/06/11 00:00:00+00,14,7,1,968.2691,Fire is located on Camp Pendleton Military Base.,,{3C190854-1E3D-4D2A-9CA7-85CBD03DF944},,,2020,5627170.531,17180.72018
725,2021,CA,CDF,MVU,CLEVENGER,11299,2021/06/20 00:00:00+00,2021/06/21 00:00:00+00,14,7,1,53.04443,,,{5E6DD98C-46A7-4ACA-823A-45B8063AA1AB},,,2020,306656.1055,2440.774988
726,2021,CA,CDF,MVU,MESA 3,11497,2021/06/23 00:00:00+00,2021/06/27 00:00:00+00,14,7,1,277.8741,,,{F444AE2F-2DFD-4CD2-A7E7-1BCDFED63B4B},,,2020,1615720.086,7219.430075
727,2021,CA,CDF,MVU,MARRON 4,12731,2021/07/11 00:00:00+00,2021/07/15 00:00:00+00,10,1,1,37.3201,,,{06AD955C-BE78-4D05-8213-9A583CA36B1E},,,2020,213430.4023,2583.485728
728,2021,CA,CDF,MVU,YSABEL 2,12199,2021/07/03 00:00:00+00,2021/07/06 00:00:00+00,14,1,1,428.2403,,,{C9FD5607-2D68-42B5-85DE-4C9765C4C4EF},,,2020,2478876.262,6427.659896
729,2021,CA,CDF,MVU,BORDER 13,13076,2021/07/15 00:00:00+00,2021/07/16 00:00:00+00,11,7,1,23.32513,,,{26EF47B3-A8E0-42D1-84E7-81B3BB662F0F},,,2020,133303.4727,1963.816354
730,2021,CA,CDF,MVU,QUEEN,14301,2021/08/01 00:00:00+00,2021/08/09 00:00:00+00,2,6,1,32.81554,Welding,,{494FFBD5-86DF-4B3C-9C6F-985A256CA092},,,2020,189603.6719,2718.15342
731,2021,CA,USF,CNF,BAMBI,2605,2021/08/11 00:00:00+00,2021/08/18 00:00:00+00,4,7,1,7.521858,,,{3FEBC13D-4CA9-418C-A252-24FB15CF2954},,,2020,43252.22656,1202.477173
732,2021,CA,CDF,MVU,MARRON 6,12881,2021/08/30 00:00:00+00,2021/09/04 00:00:00+00,5,6,1,28.44671,{C67880AD-1108-4C25-96F5-0AD2711A53BC},,,,,2020,162554.1016,2330.370548
733,2021,CA,CDF,MVU,ARUBA,16935,2021/09/05 00:00:00+00,2021/09/09 00:00:00+00,14,1,1,54.22581,,,{26459249-9F59-4B8C-BCE3-F60D351FA243},,,2020,315547.1406,3331.185747
734,2021,CA,CDF,MVU,OLD HIGHWAY 80  / LA POSTA RD,18256,2021/09/24 00:00:00+00,2021/09/24 00:00:00+00,1,6,1,1.378734,,,{86221AF4-75C6-43DB-B351-C582A384FEA2},,,2020,7924.023438,357.627549
735,2021,CA,CDF,CZU,ESTRADA,3901,2021/10/15 00:00:00+00,2021/10/16 00:00:00+00,18,7,1,124.7229,,,{AE334A72-96FE-4C50-A370-62A1A1DB9FF2},,,2020,793089.2773,5057.738112
736,2021,CA,CDF,BDU,CRYSTAL,12324,2021/08/25 00:00:00+00,2021/08/25 00:00:00+00,4,1,1,1.731484,8 structures damaged.,,{CC63CD53-CB3D-4038-B2B3-93F358D95C7A},,,2020,10812.875,441.4216302
737,2021,CA,CDF,FKU,AMERICAN,13675,2021/08/27 00:00:00+00,2021/08/27 00:00:00+00,7,1,1,14.40411,,,{376674AE-3D29-450C-AFFC-F40B11ACA6E7},,,2020,90826.26563,1617.258008
738,2021,CA,CDF,FKU,BAKER,7927,2021/05/27 00:00:00+00,2021/05/30 00:00:00+00,7,1,1,24.94695,,,{0CF115C4-959E-42FE-9D75-50D92F9DF09C},,,2020,157418.3906,1811.267532
739,2021,CA,CDF,FKU,FISH,10142,2021/07/04 00:00:00+00,2021/07/06 00:00:00+00,3,1,1,65.27412,,,{A4D886A7-B49F-406C-87D2-0590D1196AF0},,,2020,412917.7734,4967.81397
740,2021,CA,CDF,FKU,GOLD,8672,2021/06/09 00:00:00+00,2021/06/10 00:00:00+00,14,1,1,60.24131,,,{70CA2D26-2808-4AE3-8D85-1A517AFC586B},,,2020,383285.3281,3759.149642
741,2021,CA,CDF,FKU,MARLAR,12890,2021/08/15 00:00:00+00,2021/08/18 00:00:00+00,10,1,1,29.3616,,,{8EE99033-BBA5-4D12-A782-9065F04490D8},,,2020,185466.8164,2898.594379
742,2021,CA,CDF,FKU,OWENS,8517,2021/06/06 00:00:00+00,2021/06/08 00:00:00+00,9,1,1,17.97407,,,{843F71DF-B100-487C-94DE-E53C7B48301B},,,2020,114103,1763.181938
743,2021,CA,CDF,FKU,RUTH 2,8521,2021/06/06 00:00:00+00,2021/06/08 00:00:00+00,2,1,1,13.3051,,,{9D7E2554-FFB8-43D6-AA59-F9EDE8C3CA8A},,,2020,83972.91406,1702.75225
744,2021,CA,CDF,FKU,SLOPE,8175,2021/05/31 00:00:00+00,2021/06/03 00:00:00+00,11,1,1,23.99675,,,{2B88B907-39E9-4E34-BBF2-C46D80784BC5},,,2020,151983.8203,2092.672617
745,2021,CA,CDF,FKU,TIVY,14330,2021/09/07 00:00:00+00,2022/09/07 00:00:00+00,2,1,1,25.03143,,,{38348C8F-C001-4F2C-801D-01B10DA0C52B},,,2020,158204.332,2381.460886
746,2021,CA,CDF,FKU,WATTS,6584,2021/05/05 00:00:00+00,2021/05/05 00:00:00+00,9,1,1,11.88744,,,{1D8134E8-2640-49D7-87D5-42700119A4AE},,,2020,75282.08984,1546.41664
747,2021,CA,CDF,SHU,MALLARD,5832,2021/06/11 00:00:00+00,2021/06/11 00:00:00+00,2,6,1,4.217206,vegetation into structure with structure destroyed,,{6D95FD63-E39A-43B2-A575-6B3E0FB1C748},,,2020,29556.3125,788.7741594
748,2021,CA,CCO,LAC,TOWSLEY,23140,2021/01/19 00:00:00+00,2021/01/22 00:00:00+00,14,1,1,183.8866, ,,{E3EF16DA-5374-4ED5-A736-EDFF1E7631A4},,,2020,1094378.07,7867.451433
749,2021,CA,LRA,LAC,KELLOGG,23118,2021/01/19 00:00:00+00,2021/01/19 00:00:00+00,14,1,1,12.2616, ,,{64644DBD-388F-4CF3-8F5C-98B6C8CDBBC8},,,2020,72488.96094,1239.724519
750,2021,CA,CCO,LAC,NEWTON,9554,2021/01/08 00:00:00+00,2021/01/08 00:00:00+00,14,1,1,2.265879, ,,,,,2020,13399.23828,443.8706464
751,2021,CA,CCO,LAC,SPRINGS,23522,2021/01/19 00:00:00+00,2021/01/19 00:00:00+00,14,1,1,2.711827, ,,{16EE176C-2F92-414A-ACDA-3BBE52258EBD},,,2020,16191.21094,602.7698071
752,2021,CA,LRA,LAC,RYE,39029,2021/02/02 00:00:00+00,2021/02/02 00:00:00+00,2,1,1,1.171693, ,,{B8CFA69E-0831-493C-B040-C746A6858919},,,2020,6991.007813,381.443667
753,2021,CA,LRA,LAC,KNOLLS,65761,2021/02/28 00:00:00+00,2021/02/28 00:00:00+00,14,1,1,5.079092, ,,{01D623B3-9EBE-4F5B-B623-DE548AD08038},,,2020,30009.52344,1699.601727
754,2021,CA,CCO,LAC,TURNBULL,117398,2021/04/18 00:00:00+00,2021/04/18 00:00:00+00,14,1,1,1.467101, ,,{FDAB51CB-E6C0-44F7-8F3E-D737F9E8DE4C},,,2020,8657.671875,419.574015
755,2021,CA,CCO,LAC,NORTH,128550,2021/04/28 00:00:00+00,2021/04/30 00:00:00+00,14,1,1,552.1964, ,,{7868868C-D03D-489A-AD12-514C48E537E0},,,2020,3295783.605,12210.64252
756,2021,CA,LRA,LAC,VIRGENES,129683,2021/04/29 00:00:00+00,2021/04/29 00:00:00+00,14,1,1,6.461127, ,,{5F9B995A-B09B-47C4-B230-96F07BB6B017},,,2020,38272.45313,841.4407503
757,2021,CA,CCO,LAC,PINE,144343,2021/05/12 00:00:00+00,2021/05/14 00:00:00+00,14,1,1,441.2523, ,,,,,2020,2631239.492,21430.13485
758,2021,CA,LRA,LAC,PALISADES,1448,2021/05/15 00:00:00+00,2021/05/21 00:00:00+00,14,1,1,1202.648, ,,,,,2020,7115175.367,19990.11432
759,2021,CA,CCO,LAC,LIMA,207495,2021/07/06 00:00:00+00,2021/07/06 00:00:00+00,14,1,1,61.52447, ,,{7BAF08DE-5382-4B84-8C00-545DA09F312D},,,2020,368931.2813,3723.940782
760,2021,CA,CCO,LAC,DULCE,205231,2021/07/04 00:00:00+00,2021/07/04 00:00:00+00,14,1,1,12.19143, ,,{4166DD78-F457-4195-AA62-F13F497B4BD4},,,2020,72843.36328,1372.733613
761,2021,CA,CCO,LAC,TUMBLEWEED,205212,2021/07/04 00:00:00+00,2021/07/08 00:00:00+00,14,1,1,856.8701, ,,{7004765C-68A1-4A89-AD4F-6F7C6F7663FE},,,2020,5150536.137,17039.12144
762,2021,CA,CCO,LAC,FLORES,223635,2021/07/19 00:00:00+00,2021/07/19 00:00:00+00,14,1,1,6.922003, ,,{B907C5DC-8E75-4BD1-B949-AF76487B736B},,,2020,40922.27734,1173.61545
763,2021,CA,CCO,LAC,SYCAMORE,240307,2021/08/02 00:00:00+00,2021/08/02 00:00:00+00,10,1,1,3.27472, ,,{19A3FED9-54EE-4186-88EA-DBFC1A618469},,,2020,19692.67578,615.4391221
764,2021,CA,CCO,LAC,VASQUEZ,244896,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,14,1,1,1.501651, ,,{46959910-EF6F-46B5-8B5A-62177E17B609},,,2020,8964.011719,594.4010241
765,2021,CA,CCO,LAC,GOLDEN,246149,2021/08/07 00:00:00+00,2021/08/07 00:00:00+00,10,1,1,19.88849, ,,{CE88B3A6-4657-439D-8DFF-68DF556B368F},,,2020,118472.0117,3090.815604
766,2021,CA,CCO,LAC,DALTON,304402,2021/09/24 00:00:00+00,2021/09/24 00:00:00+00,10,1,1,2.21358, ,,{8FD28016-3834-41FA-90B9-C9E8D3333AC6},,,2020,13117.14844,665.0760048
767,2021,CA,LRA,LAC,TONNER,310831,2021/09/30 00:00:00+00,2021/09/30 00:00:00+00,14,1,1,1.969455, ,,{3D28F642-20F1-4A23-B6FE-38A440B8276D},,,2020,11616.12109,442.4694596
768,2021,CA,CCO,LAC,TUNA,211043,2021/07/09 00:00:00+00,2021/07/09 00:00:00+00,14,4,1,4.544237, ,,{3EB9DD67-C19B-4BF6-B8A0-1EEDA2924B03},,,2020,26855.39453,893.3741584
769,2021,CA,CCO,LAC,MIDDLE,386317,2021/11/11 00:00:00+00,2021/11/11 00:00:00+00,11,1,1,17.06123, ,,,,,2020,99265.79688,1238.323525
770,2021,CA,CDF,BEU,REGIONAL,3380,2021/06/05 00:00:00+00,2021/06/05 00:00:00+00,9,7,1,2.635708,,,{69E1858F-25B0-4A70-B36A-23EAF8CA8473},,,2020,16564.72266,676.5536045
771,2021,CA,CDF,BEU,AROMAS,3817,2021/06/26 00:00:00+00,2021/06/26 00:00:00+00,10,7,1,3.190873,,,{96B1B051-C713-43DE-83F2-065384586CA7},,,2020,20208.73438,591.4617995
772,2021,CA,CDF,BEU,PINNACLES,4376,2021/07/28 00:00:00+00,2021/07/30 00:00:00+00,9,7,1,170.7329,,,{BEC6EB4B-6B78-4AC6-8110-3422425CE6F8},,,2020,1070524.309,7063.94467
773,2021,CA,CDF,BEU,SARGENT,3247,2021/05/30 00:00:00+00,2021/05/31 00:00:00+00,5,7,1,1117.899,,,{9654075F-593F-465C-90DC-78F372FBA135},,,2020,6927974.184,12596.68798
774,2021,CA,CDF,BEU,FERRIS,1075,2021/02/21 00:00:00+00,2021/02/21 00:00:00+00,5,7,1,13.79761,,,{EDE3322B-AB58-4BE8-A3D5-D86B41F18129},,,2020,85414.65625,1590.783722
775,2021,CA,LRA,BEU,JOLON,4312,2021/07/25 00:00:00+00,2021/07/25 00:00:00+00,2,7,1,28.44884,,,{0121B328-0E1B-4E2E-B455-1AA0A65818E2},,,2020,177152.6914,4084.40347
776,2021,CA,CDF,BEU,PANOCHE,3711,2021/06/23 00:00:00+00,2021/06/23 00:00:00+00,10,7,1,146.4311,,,{4B25C3B3-BB55-4F6B-85F5-5A4D9961466E},,,2020,921913.8047,5324.387887
777,2021,CA,CDF,SLU,ADOBE,865,2021/01/18 00:00:00+00,2021/01/18 00:00:00+00,2,1,1,1.444209,Mowing,,{6BE6C35F-19FD-490B-9076-BA34C7811A0C},,,2020,8835.589844,410.6619693
778,2021,CA,CDF,SLU,TIFFANY,6070,2021/01/13 00:00:00+00,2021/01/13 00:00:00+00,5,1,1,2.45159,Escape burn pile,,,,,2020,14885.60547,637.8794208
779,2021,CA,CDF,SLU,COYOTE,1007,2021/01/21 00:00:00+00,2021/01/21 00:00:00+00,5,1,1,4.889593,Escape burn pile,,{C767337A-1048-4A4C-B69E-6E73DDDD677F},,,2020,29889.125,924.4682806
780,2021,CA,CDF,SLU,TRAIL,4961,2021/04/10 00:00:00+00,2021/04/10 00:00:00+00,14,1,1,8.890034,,,{4192BA5F-95A0-47E5-B649-97697361DE40},,,2020,54083.41797,1846.23265
781,2021,CA,CDF,SLU,ANTELOPE,6125,2021/05/04 00:00:00+00,2021/05/04 00:00:00+00,10,1,1,10.67426,,,{51967BD1-77BF-421C-B1E5-39897B4677DA},,,2020,65701.80859,2707.340827
782,2021,CA,CDF,SLU,VISTA,5759,2021/04/27 00:00:00+00,2021/04/27 00:00:00+00,5,1,1,5.135205,Escape Burn Pile,,{A318562E-4268-457A-ADED-415DD99AD0B6},,,2020,31311.63672,711.1946359
783,2021,CA,CDF,SLU,IRON,6228,2021/05/06 00:00:00+00,2021/05/06 00:00:00+00,9,1,1,1.248572,,,{BEB55BD9-315D-4759-B918-099FDA83A078},,,2020,7645.886719,327.2343295
784,2021,CA,CDF,SLU,TWITCHELL,6410,2021/05/10 00:00:00+00,2021/05/10 00:00:00+00,10,6,1,8.925045,,,{8D0B94A1-37D6-4DF7-B291-0D9DFADE6C99},,,2020,53981.66797,2025.305304
785,2021,CA,CDF,SLU,INDEPENDENCE,7155,2021/05/24 00:00:00+00,2021/05/24 00:00:00+00,2,5,1,1.923519,,,{A384D79E-E548-4DD5-AFAF-A81DF3863596},,,2020,11833.21875,434.8527862
786,2021,CA,CDF,SLU,TOWER,7714,2021/06/05 00:00:00+00,2021/06/05 00:00:00+00,14,5,1,16.29048,,,{F6AC830C-C520-4F9C-9848-F55FBA70AC3F},,,2020,99274.60938,1468.536705
787,2021,CA,CDF,SLU,CRESTON,8466,2021/06/18 00:00:00+00,2021/06/18 00:00:00+00,14,5,1,11.01676,,,{7A454308-286C-4185-A209-7E73649D9748},,,2020,67544.01953,1942.019273
788,2021,CA,CDF,SLU,GROVE,10778,2021/07/28 00:00:00+00,2021/07/28 00:00:00+00,10,5,1,24.01903,,,{5C33F671-AFF8-49F9-9AD3-BE5D2645EDB7},,,2020,147569.9023,2125.589069
789,2021,CA,CDF,SLU,TOBIN,10924,2021/07/31 00:00:00+00,2021/07/31 00:00:00+00,10,1,1,64.70691,,,{71FB2791-ADC9-4423-89CC-17F62EF76D34},,,2020,397522.8945,3789.784559
790,2021,CA,CDF,SLU,HIGUERA,15058,2021/10/10 00:00:00+00,2021/10/10 00:00:00+00,14,6,1,1.038185,,,{34573AEE-2770-47F9-95CA-BEF95C8AB0F6},,,2020,6310.464844,500.8615761
791,2021,CA,LRA,SLU,FRANKLIN,13180,2021/09/10 00:00:00+00,2021/09/10 00:00:00+00,5,6,1,40.32301,Trailer being pulled with burning debris in it,,{A78A2741-0F9F-4C89-A94B-E8B180D6B25C},,,2020,247334.7305,2804.365865
792,2021,CA,CDF,TUU,SUCCESS 2,349,2021/06/18 00:00:00+00,2021/06/21 00:00:00+00,1,1,1,423.5609,,,{76562AE1-9E5E-4CE8-9E5F-D68B567AEAC6},,,2020,2626246.711,8313.949496
793,2021,CA,CDF,TUU,BUZZARD,166,2021/05/11 00:00:00+00,2021/05/11 00:00:00+00,2,1,1,70.24671,,,{2EEE49D9-5290-49AB-B88B-97AD31466377},,,2020,441414.7539,3900.183397
794,2021,CA,CDF,MVU,PASO,6752,2021/04/12 00:00:00+00,2021/04/13 00:00:00+00,18,1,1,26.79597,VMP needing aircraft upgraded to incident,,{A5727853-FA3F-404B-8DD5-4186E2BB5142},,,2020,154438.8672,1833.83437
795,2021,CA,CCO,KRN,GRANITE INC,2109669,2021/03/01 00:00:00+00,2021/03/01 00:00:00+00,11,1,1,2.381455,,,,,,2020,14589.46094,711.6617135
796,2021,CA,CCO,KRN,FREEWAY,2117017,2021/04/17 00:00:00+00,2021/04/17 00:00:00+00,10,1,1,3.822008,Name added,,,,,2020,23087.5,906.8241426
797,2021,CA,CCO,KRN,MESA,2138185,2021/08/12 00:00:00+00,2021/08/12 00:00:00+00,14,1,1,5.923486,,,,,,2020,35656.57813,963.5340793
798,2021,CA,CCO,KRN,SABODAN,2124650,2021/06/01 00:00:00+00,2021/06/01 00:00:00+00,2,1,1,1.751998,,,,,,2020,10596.625,626.6847844
799,2021,CA,LRA,KRN,LAND,2125006,2021/06/03 00:00:00+00,2021/06/03 00:00:00+00,14,1,1,3.060403,,,,,,2020,18649.18359,861.60353
800,2021,CA,CCO,KRN,CRANE,2127866,2021/06/18 00:00:00+00,2021/06/20 00:00:00+00,14,1,1,46.83553,Crew 10,,,,,2020,281977.2734,3756.318723
801,2021,CA,CCO,KRN,ROOST,2133363,2021/07/17 00:00:00+00,2021/07/17 00:00:00+00,14,1,1,12.09895,,,,,,2020,73388.55078,1211.347168
802,2021,CA,CCO,KRN,GRAPEVINE,2117625,2021/04/20 00:00:00+00,2021/04/20 00:00:00+00,10,1,1,5.185684,Crew 10 as 356,,,,,2020,31299.73438,1241.40265
803,2021,CA,CCO,KRN,CANYON,2129347,2021/06/26 00:00:00+00,2021/06/27 00:00:00+00,14,1,1,216.5297,,,,,,2020,1323217.207,5812.189026
804,2021,CA,CCO,KRN,WOLVES,2117991,2021/04/22 00:00:00+00,2021/04/22 00:00:00+00,18,2,1,26.06954,,,,,,2020,157404.1758,1527.870096
805,2021,CA,CCO,KRN,RIDGE,2141203,2021/08/28 00:00:00+00,2021/08/29 00:00:00+00,14,1,1,8.997741,,,,,,2020,54170.6875,1332.458592
806,2021,CA,BLM,CND,YANKEE,2127326,2021/06/15 00:00:00+00,2021/06/16 00:00:00+00,10,1,1,35.21027,,,,,,2020,216288.0313,5889.279636
807,2021,CA,CCO,KRN,SHELL,2129463,2021/06/27 00:00:00+00,2021/07/02 00:00:00+00,14,1,1,1828.035,,,,,,2020,11024040.71,18696.06671
808,2021,CA,LRA,KRN,MANOR,2134632,2021/09/06 00:00:00+00,2021/09/06 00:00:00+00,14,1,1,1.198664,,,,,,2020,7317.832031,327.385448
809,2021,CA,CCO,KRN,DOYLE,2129655,2021/06/28 00:00:00+00,2021/06/28 00:00:00+00,14,1,1,1.020253,,,,,,2020,6273.125,352.9911993
810,2021,CA,CCO,KRN,BEALE,2128049,2021/06/19 00:00:00+00,2021/06/19 00:00:00+00,10,1,1,8.94504,,,,,,2020,54448.69922,1454.872767
811,2021,CA,CCO,KRN,EDMONSON,2130068,2021/06/30 00:00:00+00,2021/06/30 00:00:00+00,10,1,1,9.158972,Crew 10,,,,,2020,55302.03516,997.1794058
812,2021,CA,LRA,KRN,LAVAL,2123189,2021/05/23 00:00:00+00,2021/05/23 00:00:00+00,14,1,1,2.929613,,,,,,2020,17706.69922,710.9957374
813,2021,CA,CCO,LAC,BOAT,2130196,2021/07/01 00:00:00+00,2021/07/01 00:00:00+00,10,1,1,1.496656,South Fire Crew 10,,,,,2020,9008.015625,807.783561
814,2021,CA,LRA,KRN,MOUNTAIN,2123732,2021/05/26 00:00:00+00,2021/05/26 00:00:00+00,14,1,1,15.71013,,,,,,2020,95985.24609,2354.517123
815,2021,CA,CCO,KRN,HILL NORTH DIVISION,2128292,2021/06/21 00:00:00+00,2021/06/21 00:00:00+00,14,1,1,6.112738,Crew 10,,,,,2020,37065.98828,1097.099261
816,2021,CA,CCO,KRN,OAK,2130001,2021/06/30 00:00:00+00,2021/07/03 00:00:00+00,14,1,1,29.9392,,,,,,2020,181033.9648,1597.196114
817,2021,CA,CCO,KRN,AROSA,2131670,2021/07/08 00:00:00+00,2021/07/08 00:00:00+00,14,1,1,6.567343,,,,,,2020,39798.08203,1171.857966
818,2021,CA,CDF,NEU,BENNETT,22740,2021/08/25 00:00:00+00,2021/09/03 00:00:00+00,14,1,1,50.27335, ,,{1912B5CA-4C81-4FD9-A929-CACD52FCDD4E},,,2020,339428.5234,3973.494516
819,2021,CA,CDF,NEU,KIBBIE,23809,2021/09/06 00:00:00+00,2021/09/12 00:00:00+00,14,1,1,9.580426,,,{5E525D04-F5B0-4ADA-AA23-86FF0C96529E},,,2020,64664.52734,1105.681577
820,2021,CA,LRA,LFD,DANTONI,24333,2021/09/11 00:00:00+00,2021/09/12 00:00:00+00,14,6,1,24.35467,"Linda Fire Department, LFPD 2021-2540118",,,,,2020,164267.918,1850.804609
821,2021,CA,LRA,LFD,RIVER,,2021/09/12 00:00:00+00,2021/09/13 00:00:00+00,10,6,1,70.8007,"Linda Fire Department, LFPD 2021-2550138",,,,,2020,475787.0117,4770.757566
822,2021,CA,LRA,LFD,MYRNA,,2021/08/12 00:00:00+00,2021/08/12 00:00:00+00,14,6,1,15.82752,"Linda Fire Department, LFPD 2021-2240139",,,,,2020,106460.4609,1192.102873
823,2021,CA,LRA,LFD,BROADWAY,11521,2021/05/08 00:00:00+00,2021/05/08 00:00:00+00,14,4,1,60.39558,"Linda Fire Department, LFPD 2021-1280132",,,,,2020,405824.3477,3771.293377
824,2021,CA,CDF,NEU,DOOLITTLE,23578,2021/09/03 00:00:00+00,2021/09/04 00:00:00+00,10,1,1,13.62084,,,{AFA3C16D-8B91-4987-ACC8-1A8D96811785},,,2020,91843.74219,1421.609039
825,2021,CA,CDF,NEU,BRIDGE,23725,2021/09/05 00:00:00+00,2021/09/16 00:00:00+00,14,1,1,415.955,,,{4B6D3B24-A1E1-48B1-8210-82A804909782},,,2020,2784959.285,9337.056701
826,2021,CA,LRA,LFD,STAR BEND,,2021/10/05 00:00:00+00,2021/10/05 00:00:00+00,14,6,1,41.59887,"Linda Fire Department, LFPD 2021-2780023",,,,,2020,279239.4727,3446.297763
827,2021,CA,DOD,BEA,BEALE2,,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,11,5,1,55.49031,Beale Air Force Base,,,,,2020,373419.0664,6790.078105
